Probe_name	GB_ACC
206602_s_at	NM_006898
206603_at	NM_001042
206604_at	NM_004561
206605_at	NM_006025
206606_at	NM_000236
206607_at	NM_005188
206608_s_at	NM_020366
206609_at	NM_005462
206610_s_at	NM_000128
206611_at	NM_013310
206612_at	NM_000727
206613_s_at	NM_005681
206614_at	NM_000557
206615_s_at	NM_021723
206616_s_at	AF155382
206617_s_at	NM_002910
206618_at	NM_003855
206619_at	NM_014420
206620_at	NM_006613
206621_s_at	NM_022170
206622_at	NM_007117
206623_at	NM_000440
206624_at	NM_004654
206625_at	NM_000322
206626_x_at	BC001003
206627_s_at	NM_005635
206628_at	NM_000343
206629_at	NM_014694
206630_at	NM_000372
206631_at	NM_000956
206632_s_at	NM_004900
206633_at	NM_000079
206634_at	NM_005413
206635_at	NM_000748
206636_at	NM_006506
206637_at	NM_014879
206638_at	NM_000867
206639_x_at	NM_002159
206640_x_at	NM_001477
206641_at	NM_001192
206642_at	NM_001942
206643_at	NM_002108
206644_at	NM_000475
206645_s_at	NM_000475
206646_at	NM_005269
206647_at	NM_005332
206648_at	NM_016536
206649_s_at	NM_006521
206650_at	NM_018134
206651_s_at	NM_016413
206652_at	NM_016384
206653_at	BF062139
206654_s_at	NM_006467
206655_s_at	NM_000407
206656_s_at	BC000353
206657_s_at	NM_002478
206658_at	NM_030570
206659_at	NM_025024
206660_at	NM_020070
206661_at	NM_025104
206662_at	NM_002064
206663_at	NM_003112
206664_at	NM_001041
206665_s_at	NM_001191
206666_at	NM_002104
206667_s_at	AF005037
206668_s_at	NM_004866
206669_at	NM_013445
206670_s_at	NM_013445
206671_at	NM_000541
206672_at	NM_000486
206673_at	NM_007223
206674_at	NM_004119
206675_s_at	NM_005414
206676_at	M33326
206677_at	NM_002277
206678_at	NM_000806
206679_at	NM_001163
206680_at	NM_005894
206681_x_at	NM_001502
206682_at	NM_006344
206683_at	NM_003447
206684_s_at	NM_006856
206685_at	NM_018985
206686_at	NM_002610
206687_s_at	NM_002831
206688_s_at	NM_006693
206689_x_at	NM_006388
206690_at	NM_001094
206691_s_at	NM_006849
206692_at	NM_002241
206693_at	NM_000880
206694_at	NM_006229
206695_x_at	NM_003423
206696_at	NM_000273
206697_s_at	NM_005143
206698_at	NM_021083
206699_x_at	NM_002517
206700_s_at	NM_004653
206701_x_at	NM_003991
206702_at	NM_000459
206703_at	NM_000747
206704_at	NM_000084
206705_at	NM_003322
206706_at	NM_002527
206707_x_at	NM_015864
206708_at	NM_002158
206709_x_at	NM_005309
206710_s_at	NM_012307
206711_at	NM_004709
206712_at	NM_024719
206713_at	NM_014917
206714_at	NM_001141
206715_at	NM_012252
206716_at	NM_003361
206717_at	NM_002472
206718_at	NM_002315
206719_at	NM_012451
206720_at	NM_002410
206721_at	NM_021179
206722_s_at	NM_004720
206723_s_at	AF011466
206724_at	NM_003655
206725_x_at	NM_006128
206726_at	NM_014485
206727_at	K02766
206728_at	NM_014693
206729_at	NM_001243
206730_at	NM_007325
206731_at	NM_014927
206732_at	NM_014926
206733_at	NM_003323
206734_at	NM_003772
206735_at	NM_000744
206736_x_at	L35901
206737_at	NM_004626
206738_at	NM_001646
206739_at	NM_018953
206740_x_at	NM_003176
206741_at	NM_015931
206742_at	NM_004469
206743_s_at	NM_001671
206744_s_at	NM_014242
206745_at	NM_014212
206746_at	NM_001195
206747_at	NM_014696
206748_s_at	NM_003971
206749_at	NM_001764
206750_at	NM_002360
206751_s_at	NM_004845
206752_s_at	NM_004402
206753_at	AF086735
206754_s_at	NM_000767
206755_at	NM_000767
206756_at	NM_019886
206757_at	NM_001083
206758_at	NM_001956
206759_at	NM_002002
206760_s_at	NM_002002
206761_at	NM_005816
206762_at	NM_002234
206763_at	NM_003602
206764_x_at	NM_023075
206765_at	AF153820
206766_at	AF112345
206767_at	NM_014483
206768_at	NM_005061
206769_at	NM_004202
206770_s_at	NM_012243
206771_at	NM_006953
206772_at	NM_005048
206773_at	NM_002347
206774_at	NM_014907
206775_at	NM_001081
206776_x_at	NM_001612
206777_s_at	NM_000496
206778_at	NM_000496
206779_s_at	NM_004043
206780_at	NM_000818
206781_at	NM_005528
206782_s_at	NM_005528
206783_at	BF510715
206784_at	NM_001169
206785_s_at	NM_002260
206786_at	NM_000200
206787_at	NM_001726
206788_s_at	AF294326
206789_s_at	NM_002697
206790_s_at	NM_004545
206791_s_at	BF511742
206792_x_at	NM_000923
206793_at	NM_002686
206794_at	NM_005235
206795_at	NM_004101
206796_at	NM_003882
206797_at	NM_000015
206798_x_at	NM_005106
206799_at	NM_006551
206800_at	NM_005957
206801_at	NM_002521
206802_at	NM_016734
206803_at	NM_024411
206804_at	NM_000073
206805_at	NM_006080
206806_at	NM_004717
206807_s_at	NM_017482
206808_at	NM_005758
206809_s_at	NM_005758
206810_at	NM_016264
206811_at	NM_001115
206812_at	NM_000025
206813_at	NM_001330
206814_at	NM_002506
206815_at	NM_012436
206816_s_at	NM_012436
206817_x_at	NM_007185
206818_s_at	NM_017649
206819_at	NM_014549
206820_at	AF015042
206821_x_at	NM_006076
206822_s_at	NM_015478
206823_at	NM_015478
206824_at	NM_016280
206825_at	NM_000916
206826_at	NM_002677
206827_s_at	NM_014274
206828_at	NM_003328
206829_x_at	NM_025189
206830_at	NM_022058
206831_s_at	NM_001669
206832_s_at	NM_004186
206833_s_at	NM_001108
206834_at	NM_000519
206835_at	NM_003154
206836_at	NM_001044
206837_at	NM_006982
206838_at	NM_005149
206839_at	NM_015370
206840_at	NM_001133
206841_at	NM_006205
206842_at	NM_004979
206843_at	NM_001886
206844_at	NM_003837
206845_s_at	NM_014771
206846_s_at	NM_006044
206847_s_at	AF026397
206848_at	NM_006896
206849_at	NM_000816
206850_at	NM_006477
206851_at	NM_002935
206852_at	NM_004440
206853_s_at	AL121964
206854_s_at	NM_003188
206855_s_at	NM_003773
206856_at	NM_006840
206857_s_at	NM_004116
206858_s_at	NM_004503
206859_s_at	NM_002571
206860_s_at	NM_019005
206861_s_at	NM_003663
206862_at	NM_004876
206863_x_at	U76376
206864_s_at	NM_003806
206865_at	U76376
206866_at	NM_001794
206867_at	NM_001486
206868_at	NM_014725
206869_at	NM_001267
206870_at	NM_005036
206871_at	NM_001972
206872_at	NM_005074
206873_at	NM_001215
206874_s_at	AL138761
206875_s_at	NM_014720
206876_at	AL121948
206877_at	NM_002357
206878_at	NM_001917
206879_s_at	NM_013982
206880_at	NM_005446
206881_s_at	NM_006865
206882_at	NM_005071
206883_x_at	NM_000174
206884_s_at	NM_003843
206885_x_at	NM_022559
206886_x_at	NM_022560
206887_at	NM_001296
206888_s_at	U82532
206889_at	NM_001176
206890_at	NM_005535
206891_at	NM_001104
206892_at	NM_020547
206893_at	NM_002968
206894_at	NM_000482
206895_at	NM_002711
206896_s_at	NM_005145
206897_at	NM_003785
206898_at	NM_021153
206899_at	NM_012344
206900_x_at	NM_021047
206901_at	NM_024323
206902_s_at	NM_005728
206903_at	NM_005728
206904_at	M55683
206905_s_at	NM_002379
206906_at	NM_003259
206907_at	NM_003811
206908_s_at	NM_005602
206909_at	AF068863
206910_x_at	NM_005666
206911_at	NM_005082
206912_at	NM_004473
206913_at	NM_001701
206914_at	NM_019604
206915_at	NM_002509
206916_x_at	NM_000353
206917_at	NM_006572
206918_s_at	NM_003915
206919_at	NM_021795
206920_s_at	NM_001499
206921_at	NM_001499
206922_at	NM_004679
206923_at	NM_002737
206924_at	NM_000641
206925_at	NM_005668
206926_s_at	M57765
206927_s_at	NM_000855
206928_at	NM_003431
206929_s_at	NM_005597
206930_at	NM_005838
206931_at	NM_003441
206932_at	NM_003956
206933_s_at	NM_004285
206934_at	NM_006065
206935_at	NM_002590
206936_x_at	NM_022335
206937_at	NM_003126
206938_at	NM_000348
206939_at	NM_005215
206940_s_at	NM_006237
206941_x_at	NM_012431
206942_s_at	NM_002674
206943_at	NM_004612
206944_at	AF007141
206945_at	NM_002299
206946_at	NM_005477
206947_at	NM_006057
206948_at	NM_006656
206949_s_at	NM_014328
206950_at	NM_002977
206951_at	NM_003545
206952_at	NM_000151
206953_s_at	NM_012302
206954_at	NM_015855
206955_at	NM_001170
206956_at	NM_000711
206957_at	NM_016236
206958_s_at	AF318575
206959_s_at	NM_023011
206960_at	NM_005296
206961_s_at	NM_004275
206962_x_at	NM_014120
206963_s_at	NM_016347
206964_at	NM_016347
206965_at	NM_016285
206966_s_at	NM_016285
206967_at	NM_001240
206968_s_at	NM_006165
206969_at	NM_021013
206970_at	NM_005076
206971_at	NM_007369
206972_s_at	NM_007369
206973_at	NM_003625
206974_at	NM_006564
206975_at	NM_000595
206976_s_at	NM_006644
206977_at	NM_000315
206978_at	NM_000647
206979_at	NM_000066
206980_s_at	NM_001459
206981_at	NM_000334
206982_at	NM_005208
206983_at	NM_004367
206984_s_at	NM_002930
206985_at	NM_000197
206986_at	AB007422
206987_x_at	NM_003862
206988_at	NM_005624
206989_s_at	NM_004719
206990_at	NM_003285
206991_s_at	NM_000579
206992_s_at	NM_015684
206993_at	NM_015684
206994_at	NM_001899
206995_x_at	NM_003693
206996_x_at	NM_000723
206997_s_at	NM_004807
206998_x_at	NM_006249
206999_at	NM_001559
207000_s_at	NM_005605
207001_x_at	NM_004089
207002_s_at	NM_002656
207003_at	NM_002098
207004_at	NM_000657
207005_s_at	NM_000657
207006_s_at	NM_013301
207007_at	NM_005122
207008_at	NM_001557
207009_at	NM_003924
207010_at	NM_000812
207011_s_at	NM_002821
207012_at	U79292
207013_s_at	AB009303
207014_at	NM_000807
207015_s_at	NM_003888
207016_s_at	AB015228
207017_at	NM_004163
207018_s_at	NM_004163
207019_s_at	NM_003886
207020_at	NM_007031
207021_at	NM_007009
207022_s_at	NM_002301
207023_x_at	NM_000421
207024_at	NM_000751
207025_at	NM_020435
207026_s_at	NM_021949
207027_at	NM_001528
207028_at	NM_006316
207029_at	NM_000899
207030_s_at	NM_001321
207031_at	NM_001189
207032_s_at	NM_001131
207033_at	NM_005142
207034_s_at	NM_030379
207035_at	NM_003459
207036_x_at	NM_000836
207037_at	NM_003839
207038_at	NM_004694
207039_at	NM_000077
207040_s_at	NM_003932
207041_at	NM_006610
207042_at	NM_004091
207043_s_at	NM_006934
207044_at	NM_000461
207045_at	NM_017667
207046_at	NM_003548
207047_s_at	NM_004070
207048_at	NM_014229
207049_at	NM_014191
207050_at	NM_000722
207051_at	NM_005495
207052_at	NM_012206
207053_at	NM_021097
207054_at	NM_001563
207055_at	NM_004767
207056_s_at	NM_004858
207057_at	NM_004731
207058_s_at	NM_004562
207059_at	NM_006194
207060_at	NM_001427
207061_at	NM_001433
207062_at	NM_000415
207063_at	NM_018542
207064_s_at	NM_009590
207065_at	NM_004693
207066_at	NM_002152
207067_s_at	NM_002112
207068_at	NM_003408
207069_s_at	NM_005585
207070_at	NM_002921
207071_s_at	NM_002197
207072_at	NM_003853
207073_at	NM_003948
207074_s_at	NM_003053
207075_at	NM_004895
207076_s_at	NM_000050
207077_at	NM_015849
207078_at	NM_005466
207079_s_at	NM_005466
207080_s_at	NM_004160
207081_s_at	NM_002650
207082_at	NM_000757
207083_s_at	NM_017721
207084_at	NM_005604
207085_x_at	NM_006140
207086_x_at	NM_001474
207087_x_at	NM_020478
207088_s_at	NM_003562
207089_at	AF005213
207090_x_at	NM_014898
207091_at	NM_002562
207092_at	NM_000230
207093_s_at	NM_002544
207094_at	NM_000634
207095_at	NM_000452
207096_at	NM_006512
207097_s_at	NM_005835
207098_s_at	NM_017927
207099_s_at	NM_000390
207100_s_at	NM_016830
207101_at	NM_016830
207102_at	NM_005989
207103_at	NM_012281
207104_x_at	NM_006669
207105_s_at	NM_005027
207106_s_at	NM_002344
207107_at	NM_000329
207108_s_at	NM_015384
207109_at	NM_014352
207110_at	NM_021012
207111_at	NM_001974
207112_s_at	NM_002039
207113_s_at	NM_000594
207114_at	NM_025261
207115_x_at	NM_017643
207116_s_at	NM_014364
207117_at	NM_015852
207118_s_at	NM_004659
207119_at	NM_006258
207120_at	NM_022103
207121_s_at	NM_002748
207122_x_at	NM_001054
207123_s_at	NM_003833
207124_s_at	NM_006578
207125_at	NM_013362
207126_x_at	NM_000463
207127_s_at	NM_021644
207128_s_at	NM_013361
207129_at	NM_007220
207130_at	NM_018634
207131_x_at	NM_013430
207132_x_at	NM_002624
207133_x_at	NM_025144
207134_x_at	NM_024164
207135_at	NM_000621
207136_at	NM_004312
207137_at	NM_013432
207138_at	NM_005392
207139_at	NM_000704
207140_at	NM_001631
207141_s_at	U39196
207142_at	NM_002239
207143_at	NM_001259
207144_s_at	NM_004143
207145_at	NM_005259
207146_at	NM_002278
207147_at	NM_004405
207148_x_at	NM_016599
207149_at	L33477
207150_at	NM_003055
207151_at	NM_001118
207152_at	NM_006180
207153_s_at	NM_007070
207154_at	NM_001362
207155_at	NM_000192
207156_at	NM_021064
207157_s_at	NM_005274
207158_at	NM_001644
207159_x_at	NM_025021
207160_at	NM_000882
207161_at	NM_014769
207162_s_at	NM_000718
207163_s_at	NM_005163
207164_s_at	NM_006352
207165_at	NM_012485
207166_at	NM_021955
207167_at	NM_004258
207168_s_at	NM_004893
207169_x_at	NM_001954
207170_s_at	NM_015416
207172_s_at	NM_001797
207173_x_at	D21254
207174_at	NM_004466
207175_at	NM_004797
207176_s_at	NM_005191
207177_at	NM_000959
207178_s_at	NM_002031
207179_at	NM_005521
207180_s_at	NM_006410
207181_s_at	NM_001227
207182_at	NM_000811
207183_at	NM_006143
207184_at	NM_016615
207185_at	NM_003049
207186_s_at	NM_004459
207187_at	NM_000215
207188_at	NM_001258
207189_s_at	NM_015113
207190_at	NM_015113
207191_s_at	NM_005545
207192_at	NM_001374
207193_at	NM_001138
207194_s_at	NM_001544
207195_at	NM_014461
207196_s_at	NM_006058
207197_at	NM_003413
207198_s_at	NM_004987
207199_at	NM_003219
207200_at	NM_000531
207201_s_at	NM_003057
207202_s_at	NM_003889
207203_s_at	AF061056
207204_at	NM_012418
207205_at	NM_001817
207206_s_at	NM_000697
207207_at	AF069682
207208_at	NM_014469
207209_at	NM_004066
207210_at	NM_000808
207211_at	AF079564
207212_at	NM_004174
207213_s_at	NM_004205
207214_at	NM_014471
207215_at	NM_015371
207216_at	NM_001244
207217_s_at	NM_013955
207218_at	NM_000133
207219_at	NM_023070
207220_at	NM_021071
207221_at	NM_003950
207222_at	NM_003561
207223_s_at	NM_005156
207224_s_at	NM_016543
207225_at	NM_001088
207226_at	NM_003520
207227_x_at	NM_006605
207228_at	NM_002732
207229_at	NM_006611
207230_at	NM_016952
207231_at	NM_014648
207232_s_at	NM_014648
207233_s_at	NM_000248
207234_at	NM_002919
207235_s_at	NM_000842
207236_at	NM_003419
207237_at	NM_002232
207238_s_at	NM_002838
207239_s_at	NM_006201
207240_s_at	NM_000233
207241_at	NM_005750
207242_s_at	NM_000830
207243_s_at	NM_001743
207244_x_at	NM_000762
207245_at	NM_001077
207246_at	NM_003411
207247_s_at	NM_003411
207248_at	NM_002233
207249_s_at	NM_004212
207250_at	NM_007374
207251_at	NM_005925
207252_at	NM_003669
207253_s_at	NM_016936
207254_at	NM_005073
207255_at	NM_002303
207256_at	NM_000242
207257_at	NM_000799
207258_at	NM_005867
207259_at	NM_017928
207260_at	NM_017521
207261_at	NM_001298
207262_at	NM_001638
207263_x_at	NM_017599
207264_at	NM_016657
207265_s_at	NM_016657
207266_x_at	NM_016837
207267_s_at	NM_018962
207268_x_at	NM_005759
207269_at	NM_001925
207270_x_at	NM_006678
207271_x_at	NM_016512
207272_at	NM_007136
207273_at	NM_015858
207274_at	NM_000080
207275_s_at	NM_001995
207276_at	NM_004065
207277_at	AF290886
207278_s_at	NM_021155
207279_s_at	NM_016365
207280_at	NM_005162
207281_x_at	NM_016378
207282_s_at	NM_002479
207283_at	NM_020217
207284_s_at	NM_020164
207285_x_at	NM_001318
207286_at	NM_025009
207287_at	NM_025026
207288_at	NM_025091
207289_at	NM_004142
207290_at	NM_025179
207291_at	NM_024081
207292_s_at	NM_002749
207293_s_at	U16957
207294_at	NM_000686
207295_at	NM_001039
207296_at	NM_024325
207298_at	NM_006632
207299_s_at	NM_000838
207300_s_at	NM_000131
207301_at	NM_001962
207302_at	NM_000231
207303_at	NM_005020
207304_at	NM_003425
207305_s_at	NM_014939
207306_at	NM_004609
207307_at	NM_000868
207308_at	NM_021094
207309_at	NM_000620
207310_s_at	U31466
207311_at	NM_003585
207312_at	NM_006213
207313_x_at	L76666
207314_x_at	NM_006737
207315_at	NM_006566
207316_at	NM_001523
207317_s_at	NM_001232
207318_s_at	AJ297710
207319_s_at	NM_003718
207320_x_at	NM_004602
207321_s_at	NM_019625
207322_at	NM_003024
207323_s_at	NM_002385
207324_s_at	NM_004948
207325_x_at	NM_004988
207326_at	NM_001729
207327_at	NM_004100
207328_at	NM_001140
207329_at	NM_002424
207330_at	NM_002864
207331_at	NM_016343
207332_s_at	NM_003234
207333_at	NM_002511
207334_s_at	NM_003242
207335_x_at	NM_007100
207336_at	NM_006940
207337_at	NM_020994
207338_s_at	NM_003454
207339_s_at	NM_002341
207341_at	NM_002777
207342_at	NM_001297
207343_at	NM_020426
207344_at	NM_006422
207345_at	NM_006350
207346_at	NM_001980
207347_at	NM_000124
207348_s_at	NM_002311
207349_s_at	NM_022803
207350_s_at	NM_003762
207351_s_at	NM_003975
207352_s_at	NM_021911
207353_s_at	NM_018942
207354_at	NM_004590
207355_at	NM_006671
207356_at	NM_004942
207357_s_at	NM_017540
207358_x_at	NM_012090
207359_at	NM_006549
207360_s_at	NM_002531
207361_at	NM_012257
207362_at	NM_013309
207363_at	NM_000330
207364_at	NM_001586
207365_x_at	NM_014709
207366_at	NM_002251
207367_at	NM_001676
207368_at	NM_000864
207369_at	Z97632
207370_at	NM_004967
207371_at	NM_017513
207372_s_at	NM_001246
207373_at	NM_002148
207374_at	NM_020359
207375_s_at	NM_002189
207376_at	NM_014468
207377_at	NM_025210
207378_at	NM_007180
207379_at	NM_005711
207380_x_at	NM_013954
207381_at	NM_001139
207382_at	NM_003722
207383_s_at	NM_003961
207384_at	NM_005091
207385_at	NM_016521
207386_at	NM_004820
207387_s_at	NM_000167
207388_s_at	NM_004878
207389_at	NM_000173
207390_s_at	NM_006932
207391_s_at	NM_003557
207392_x_at	NM_001076
207393_at	NM_001526
207394_at	NM_003438
207395_at	NM_001732
207396_s_at	NM_005787
207397_s_at	NM_000523
207398_at	NM_000523
207399_at	NM_003571
207400_at	NM_006174
207401_at	NM_002763
207402_at	NM_003433
207403_at	NM_003604
207404_s_at	NM_000865
207405_s_at	NM_002873
207406_at	NM_000780
207407_x_at	NM_000778
207408_at	NM_004803
207409_at	NM_002302
207410_s_at	NM_016170
207412_x_at	NM_001808
207413_s_at	NM_000335
207414_s_at	NM_002570
207415_at	NM_007366
207416_s_at	NM_004555
207417_s_at	NM_003451
207418_s_at	NM_003649
207419_s_at	NM_002872
207420_at	NM_006438
207421_at	NM_001739
207422_at	NM_003814
207423_s_at	AF029899
207424_at	NM_005593
207425_s_at	NM_006640
207426_s_at	NM_003326
207427_at	NM_001097
207428_x_at	NM_001787
207429_at	NM_003058
207430_s_at	NM_002443
207431_s_at	NM_003676
207432_at	NM_017682
207433_at	NM_000572
207434_s_at	NM_021603
207435_s_at	NM_016333
207436_x_at	NM_014896
207437_at	NM_006491
207438_s_at	NM_005701
207439_s_at	NM_005660
207440_at	NM_005660
207441_at	NM_006685
207442_at	NM_000759
207443_at	AF220532
207444_at	NM_004256
207445_s_at	AF145439
207446_at	NM_006068
207447_s_at	NM_013244
207448_at	NM_015227
207449_s_at	NM_015227
207450_s_at	NM_007252
207451_at	NM_014360
207452_s_at	NM_014361
207453_s_at	NM_012266
207454_at	NM_000831
207455_at	NM_002563
207456_at	NM_004133
207457_s_at	NM_021246
207458_at	NM_024035
207459_x_at	NM_002100
207460_at	NM_005317
207461_at	NM_001272
207462_at	NM_002063
207463_x_at	NM_002771
207464_at	NM_014121
207465_at	NM_014134
207466_at	NM_015973
207467_x_at	NM_001750
207468_s_at	NM_003015
207469_s_at	NM_003662
207470_at	NM_017535
207471_at	AF118086
207472_at	NM_014107
207473_at	NM_002418
207474_at	NM_017719
207475_at	NM_000134
207476_at	NM_018512
207477_at	AF119909
207478_at	NM_018546
207479_at	NM_018613
207480_s_at	NM_020149
207481_at	NM_018541
207482_at	NM_014477
207483_s_at	NM_018448
207484_s_at	NM_025256
207485_x_at	NM_007048
207486_x_at	NM_004067
207487_at	NM_024976
207488_at	NM_024999
207489_at	NM_024986
207490_at	NM_025019
207491_at	NM_025098
207492_at	NM_025105
207493_x_at	NM_003147
207494_s_at	NM_003427
207495_at	NM_004249
207496_at	NM_000139
207497_s_at	D10583
207498_s_at	NM_000106
207499_x_at	NM_017979
207500_at	NM_004347
207501_s_at	NM_004113
207502_at	NM_007102
207503_at	NM_004610
207504_at	NM_005182
207505_at	NM_006259
207506_at	NM_006541
207507_s_at	NM_001689
207508_at	NM_001689
207509_s_at	NM_002288
207510_at	NM_000710
207511_s_at	NM_015680
207513_s_at	NM_003452
207514_s_at	NM_000172
207515_s_at	NM_004875
207516_at	NM_000750
207517_at	NM_018891
207518_at	NM_003647
207519_at	NM_001045
207520_at	BG494940
207521_s_at	AF068220
207522_s_at	NM_005173
207523_at	NM_006781
207524_at	NM_021908
207525_s_at	NM_005716
207526_s_at	NM_003856
207527_at	NM_004983
207528_s_at	NM_014331
207529_at	NM_021010
207530_s_at	NM_004936
207531_at	NM_020989
207532_at	NM_006891
207533_at	NM_002981
207534_at	NM_002363
207535_s_at	NM_002502
207536_s_at	NM_001561
207537_at	NM_002625
207538_at	NM_000589
207539_s_at	NM_000589
207540_s_at	NM_003177
207541_s_at	NM_002685
207542_s_at	NM_000385
207543_s_at	NM_000917
207544_s_at	NM_000672
207545_s_at	NM_003744
207546_at	NM_000705
207547_s_at	NM_007177
207548_at	NM_000844
207549_x_at	NM_002389
207550_at	NM_005373
207551_s_at	NM_006800
207552_at	NM_005176
207553_at	NM_000912
207554_x_at	NM_001060
207555_s_at	U27325
207556_s_at	NM_003646
207557_s_at	NM_001035
207558_s_at	NM_000325
207559_s_at	NM_005096
207560_at	U62966
207561_s_at	NM_020322
207562_at	NM_001347
207563_s_at	U77413
207564_x_at	NM_003605
207565_s_at	NM_001531
207566_at	NM_001531
207567_at	NM_003984
207568_at	NM_004198
207569_at	NM_002944
207570_at	NM_000451
207571_x_at	NM_004848
207572_at	NM_024716
207573_x_at	NM_006476
207574_s_at	NM_015675
207575_at	NM_018652
207576_x_at	NM_000915
207577_at	AJ131724
207578_s_at	NM_000870
207579_at	NM_002365
207580_at	NM_002367
207581_s_at	NM_002367
207582_at	NM_006222
207583_at	NM_005164
207584_at	NM_005577
207585_s_at	NM_001001
207586_at	NM_000193
207587_at	NM_014617
207588_at	NM_003871
207589_at	NM_000679
207590_s_at	NM_006733
207591_s_at	NM_006015
207592_s_at	NM_001194
207593_at	NM_022169
207594_s_at	NM_003895
207595_s_at	NM_006132
207596_at	NM_018515
207597_at	NM_014237
207598_x_at	NM_005431
207599_at	NM_004771
207600_at	NM_004977
207601_at	NM_014465
207602_at	NM_004262
207603_at	NM_003615
207604_s_at	NM_003615
207605_x_at	NM_024498
207606_s_at	NM_018287
207607_at	NM_005170
207608_x_at	NM_000761
207609_s_at	AF182274
207610_s_at	NM_013447
207611_at	NM_003519
207612_at	NM_003393
207613_s_at	NM_015981
207614_s_at	NM_003592
207615_s_at	NM_001214
207616_s_at	NM_004180
207617_at	NM_024005
207618_s_at	NM_004328
207619_at	NM_001525
207620_s_at	NM_003688
207621_s_at	NM_007169
207622_s_at	NM_005692
207623_at	NM_005692
207624_s_at	NM_000328
207625_s_at	NM_005093
207626_s_at	NM_003046
207627_s_at	NM_005653
207628_s_at	NM_017528
207629_s_at	NM_004723
207630_s_at	NM_001881
207631_at	NM_005821
207632_at	NM_005592
207633_s_at	NM_005592
207634_at	NM_005018
207635_s_at	NM_002238
207636_at	NM_006217
207637_at	NM_014653
207638_at	NM_002772
207639_at	NM_003508
207640_x_at	NM_006181
207641_at	NM_012452
207642_at	NM_001524
207643_s_at	NM_001065
207644_at	NM_003923
207645_s_at	NM_004284
207646_s_at	AF080597
207647_at	NM_004680
207648_at	NM_001939
207649_at	NM_003770
207650_x_at	NM_000955
207651_at	NM_013308
207652_s_at	NM_004072
207653_at	NM_004474
207654_x_at	NM_001938
207655_s_at	NM_013314
207656_s_at	NM_004035
207657_x_at	NM_002270
207658_s_at	NM_004471
207659_s_at	NM_006501
207660_at	NM_004019
207661_s_at	NM_014631
207662_at	NM_005992
207663_x_at	NM_001473
207664_at	NM_001464
207665_at	NM_003813
207666_x_at	NM_021014
207667_s_at	NM_002756
207668_x_at	NM_005742
207669_at	NM_002282
207670_at	NM_002283
207671_s_at	NM_004183
207672_at	NM_002920
207673_at	NM_004646
207674_at	NM_002000
207675_x_at	NM_003976
207676_at	NM_004852
207677_s_at	NM_013416
207678_s_at	NM_007017
207679_at	NM_000438
207680_x_at	NM_013942
207681_at	NM_001504
207682_s_at	NM_005355
207683_at	NM_003593
207684_at	NM_004608
207685_at	NM_004076
207686_s_at	NM_001228
207687_at	NM_005538
207688_s_at	NM_005538
207689_at	NM_005995
207690_at	NM_006492
207691_x_at	NM_001776
207692_s_at	NM_001135
207693_at	NM_000726
207694_at	NM_000307
207695_s_at	NM_001555
207696_at	NM_006581
207697_x_at	NM_005874
207698_at	NM_014356
207699_at	NM_014894
207700_s_at	NM_006534
207701_at	NM_015372
207702_s_at	NM_012301
207703_at	NM_014893
207704_s_at	NM_003644
207705_s_at	NM_025176
207706_at	NM_007123
207707_s_at	NM_030673
207708_at	NM_021628
207709_at	NM_006252
207710_at	NM_014357
207711_at	NM_015377
207712_at	NM_001187
207713_s_at	NM_006462
207714_s_at	NM_004353
207715_at	NM_005210
207716_at	NM_006771
207717_s_at	NM_004572
207718_x_at	NM_000764
207719_x_at	NM_014812
207720_at	NM_000427
207721_x_at	NM_005340
207722_s_at	NM_017797
207723_s_at	NM_002261
207724_s_at	NM_014946
207725_at	NM_004575
207726_at	NM_004452
207727_s_at	NM_012222
207728_at	NM_018005
207729_at	NM_016279
207730_x_at	NM_017932
207731_at	NM_020118
207732_s_at	NM_021120
207733_x_at	NM_002784
207734_at	NM_017773
207735_at	NM_017831
207736_s_at	NM_005425
207737_at	NM_021981
207738_s_at	NM_013436
207739_s_at	NM_001472
207740_s_at	NM_012346
207741_x_at	NM_003293
207742_s_at	NM_001489
207743_at	NM_014104
207744_at	NM_014124
207745_at	NM_016366
207746_at	NM_014125
207747_s_at	NM_018110
207748_at	NM_014122
207749_s_at	NM_002718
207750_at	NM_018510
207751_at	NM_018544
207752_x_at	NM_005039
207753_at	NM_020657
207754_at	NM_007211
207755_at	NM_025017
207756_at	NM_025028
207757_at	NM_030613
207758_at	NM_025056
207759_s_at	NM_025068
207760_s_at	NM_006312
207761_s_at	NM_014033
207762_at	NM_024492
207763_at	NM_002962
207764_s_at	NM_005734
207765_s_at	NM_025182
207766_at	NM_004196
207767_s_at	NM_001965
207768_at	NM_001965
207769_s_at	NM_005710
207770_x_at	NM_022644
207771_at	NM_003041
207772_s_at	NM_019854
207773_x_at	NM_022820
207774_at	NM_025020
207775_at	NM_024304
207776_s_at	NM_000724
207777_s_at	NM_007237
207778_at	NM_006508
207779_at	NM_016344
207780_at	NM_001340
207781_s_at	NM_021998
207782_s_at	NM_007319
207783_x_at	NM_017627
207784_at	NM_009589
207785_s_at	NM_015874
207786_at	NM_024514
207787_at	NM_002279
207788_s_at	NM_005775
207789_s_at	NM_001936
207790_at	NM_025168
207791_s_at	NM_004161
207792_at	NM_000911
207793_s_at	NM_004437
207794_at	NM_000648
207795_s_at	AB009597
